Observation id,ANOX105,,,,,,,
369.585,ANOX105.MOV,724.500,60.0,ANOX1,bubble release,,,POINT
371.584,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,START
372.086,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,STOP
372.087,ANOX105.MOV,724.500,60.0,ANOX1,reinhale,,soh,POINT
373.335,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,START
374.834,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,STOP
374.835,ANOX105.MOV,724.500,60.0,ANOX1,reinhale,,soh,POINT
390.835,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,START
412.584,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,STOP
412.585,ANOX105.MOV,724.500,60.0,ANOX1,bubble release,,,POINT
415.586,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,START
421.835,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,STOP
421.836,ANOX105.MOV,724.500,60.0,ANOX1,reinhale,,lbn,POINT
422.586,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,START
423.835,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,STOP
423.836,ANOX105.MOV,724.500,60.0,ANOX1,reinhale,,lbn,POINT
424.256,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,START
427.585,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,STOP
427.586,ANOX105.MOV,724.500,60.0,ANOX1,reinhale,,lbn,POINT
429.086,ANOX105.MOV,724.500,60.0,ANOX1,end of trial,,,POINT
